Pachyrhizus	Glycininae	genus	豆薯属
Glycine	Glycininae	genus	大豆属
Glycine subg. Soja	Glycine	subgenus	大豆亚属
Glycine subg. Glycine	Glycine	subgenus	澎湖大豆亚属
Ligustrinae	Oleeae	subtribus	女贞亚族
Syringa	Ligustrinae	genus	丁香屬
Ligustrum	Ligustrinae	genus	女贞属
Pyrrosia	Platycerioideae	genus	石韋屬
Platycerioideae	Polypodiaceae	subfamilia	石韋亞科
Polypodiaceae	Eupolypods I	familia	水龍骨科
Eupolypods I	Eupolypods	unranked	真水龙骨I类
Eupolypods	Polypodiales	unranked	真水龙骨类
Polypodiales	Polypodiidae (植物)	ordo	水龍骨目
Polypodiopsida	Euphyllophytes	classis	-
Berlinianche	Apodanthaceae	genus	云生花属
Pilostyles	Apodanthaceae	genus	豆生花属
Vitoideae	Vitaceae	subfamilia	葡萄亚科
Tetrastigma	Vitoideae	genus	崖爬藤屬
Vitis	Vitoideae	genus	葡萄属
Vitis subg. Vitis	Vitis	subgenus	葡萄亚属
Ixoroideae	Rubiaceae	subfamilia	仙丹花亚科
Coffeeae	Ixoroideae	tribus	咖啡族
Coffea	Coffeeae	genus	咖啡屬
Dorotheanthus	Aizoaceae	genus	彩虹菊属
Aizoaceae	Caryophyllales	familia	番杏科
Cucumis	Benincaseae	genus	黄瓜属
Cucurbitoideae	Cucurbitaceae	subfamilia	葫芦亚科
Sicyoeae	Cucurbitoideae	tribus	刺瓜藤族
Benincasa	Benincaseae	genus	冬瓜
Momordiceae	Cucurbitoideae	tribus	苦瓜族
Momordica	Momordiceae	genus	苦瓜属
Begoniaceae	Cucurbitales	familia	秋海棠科
Begonia	Begoniaceae	genus	秋海棠属
Mentheae	Nepetoideae	tribus	薄荷族
Menthinae	Mentheae	subtribus	薄荷亚族
Mentha	Menthinae	genus	薄荷属
Balsaminaceae	Ericales	familia	凤仙花科
Impatiens	Balsaminaceae	genus	凤仙花属
Hydrocera	Balsaminaceae	genus	水角
Phaseolus	Phaseolinae	genus	菜豆属
Poodae	Pooideae	supertribus	早熟禾总族
Dactylidinae	Poeae	subtribus	鸭茅亚族
Dactylis	Dactylidinae	genus	鸭茅属
Bromeliaceae	Poales	familia	凤梨科
Bromelioideae	Bromeliaceae	subfamilia	鳳梨亞科
Ananas	Bromelioideae	genus	凤梨属
Tillandsioideae	Bromeliaceae	subfamilia	空氣鳳梨亞科
Amaranthaceae	Caryophyllales	familia	莧科
Chenopodioideae	Amaranthaceae	subfamilia	藜亚科
Anserineae	Chenopodioideae	tribus	菠菜族
Spinacia	Anserineae	genus	菠菜属
Cynodonteae	Chloridoideae	tribus	狗牙根族
Eleusininae	Cynodonteae	subtribus	穇亞族
Eleusine	Eleusininae	genus	穇屬
Cynodon	Eleusininae	genus	狗牙根属
Pharoideae	Poaceae	subfamilia	服叶竺亚科
Phareae	Pharoideae	tribus	服叶竺族
Leptaspis	Phareae	genus	囊稃竹属
Puelioideae	Poaceae	subfamilia	姜叶竺亚科
Guaduellieae	Puelioideae	tribus	豆蔻竺族
Guaduella	Guaduellieae	genus	豆蔻竺属
Arundinarodae	Bambusoideae	supertribus	北美箭竹族
Bambusodae	Bambusoideae	supertribus	簕竹总族
Phyllorachideae	Oryzoideae	tribus	叶轴草族
Arundinarieae	Arundinarodae	tribus	北美箭竹族
Olyreae	Bambusodae	tribus	黍竺族
Bambuseae	Bambusodae	tribus	簕竹族
Brachyelytreae	Pooideae	tribus	短颖草族
Zizaniinae	Oryzeae	subtribus	菰亚族
Arundinariinae	Arundinarieae	subtribus	北美箭竹族
Olyrinae	Olyreae	subtribus	黍竺亚族
Melocanninae	Bambuseae	subtribus	梨竹亚族
Hickeliinae	Bambuseae	subtribus	异颖竹亚族
Bambusinae	Bambuseae	subtribus	簕竹亚族
Racemobambosinae	Bambuseae	subtribus	总序竹属
Chusqueinae	Bambuseae	subtribus	丘竹亚族
Guaduinae	Bambuseae	subtribus	瓜多竹亚族
Arthrostylidiinae	Bambuseae	subtribus	节柱竹亚族
Leersia	Oryzinae	genus	假稻属
Chikusichloa	Zizaniinae	genus	山涧草属
Hygroryza	Zizaniinae	genus	水禾属
Potamophila	Zizaniinae	genus	石溪菰属
Zizania	Zizaniinae	genus	菰属
Humbertochloa	Phyllorachideae	genus	苞轴草属
Phyllorachis	Phyllorachideae	genus	叶轴草属
Acidosasa	Arundinariinae	genus	酸竹属
Ampelocalamus	Arundinariinae	genus	悬竹属
Arundinaria	Arundinariinae	genus	青篱竹属
Bashania	Arundinariinae	genus	巴山木竹属
Bergbambos	Thamnocalaminae	genus	贝格竹属
Chimonobambusa	Arundinariinae	genus	方竹属
Chimonocalamus	Thamnocalaminae	genus	香竹属
Drepanostachyum	Arundinariinae	genus	镰序竹属
Fargesia	Thamnocalaminae	genus	箭竹属
Ferrocalamus	Arundinariinae	genus	铁竹属
Gaoligongshania	Gaoligongshaniinae	genus	贡山竹
Gelidocalamus	Arundinariinae	genus	短枝竹属
Indocalamus	Arundinariinae	genus	箬竹属
Indosasa	Arundinariinae	genus	大节竹属
Kuruna	Thamnocalaminae	genus	固伦竹属
Oligostachyum	Arundinariinae	genus	少穗竹属
Phyllostachys	Arundinariinae	genus	刚竹属
Pleioblastus	Arundinariinae	genus	大明竹属
Pseudosasa	Arundinariinae	genus	矢竹属
Sasa	Arundinariinae	genus	赤竹属
Sasamorpha	Arundinariinae	genus	华箬竹属
Semiarundinaria	Arundinariinae	genus	业平竹属
Shibataea	Arundinariinae	genus	鹅毛竹属
Sinobambusa	Arundinariinae	genus	唐竹属
Thamnocalamus	Thamnocalaminae	genus	筱竹属
Yushania	Thamnocalaminae	genus	玉山竹属
Agnesia	Olyrinae	genus	丝毛竺属
Cephalostachyum	Melocanninae	genus	空竹属
Davidsea	Melocanninae	genus	戴维斯竹属
Melocanna	Melocanninae	genus	梨竹属
Pseudostachyum	Melocanninae	genus	泡竹属
Schizostachyum	Melocanninae	genus	思劳竹属
Cathariostachys	Hickeliinae	genus	狐猴竹属
Bambusa	Bambusinae	genus	簕竹属
Bonia	Bambusinae	genus	单枝竹属
Dendrocalamus	Bambusinae	genus	牡竹属
Dinochloa	Bambusinae	genus	藤竹属
Gigantochloa	Bambusinae	genus	巨竹属
Melocalamus	Bambusinae	genus	梨藤竹属
Neomicrocalamus	Bambusinae	genus	新小竹属
Parabambusa	Bambusinae	genus	副簕竹属
Racemobambos	Racemobambosinae	genus	总序竹属
Chusquea	Chusqueinae	genus	丘竹属
Apoclada	Guaduinae	genus	离枝竹属
Guadua	Guaduinae	genus	瓜多竹属
Actinocladum	Arthrostylidiinae	genus	射枝竹属
Alvimia	Arthrostylidiinae	genus	南美梨藤竹属
Athroostachys	Arthrostylidiinae	genus	密穗竹属
Atractantha	Arthrostylidiinae	genus	纺锤花竹属
Myriocladus	Arthrostylidiinae	genus	万枝竹属
Brachyelytrum	Brachyelytreae	genus	短颖草属
Bulbophyllum	Bulbophyllinae	genus	石豆兰属
Epidendroideae	Orchidaceae	subfamilia	樹蘭亞科
Orchidaceae	Asparagales	familia	蘭科
Myrtus	Myrteae	genus	香桃木属
Panicodae	Panicoideae	supertribus	黍总族
Saccharinae	Andropogoneae	subtribus	甘蔗亚族
Saccharum	Saccharinae	genus	甘蔗屬
Tripsacinae	Andropogoneae	subtribus	磨擦草亚族
Zea	Tripsacinae	genus	玉蜀黍属
Tripsacum	Tripsacinae	genus	磨擦草属
Andropogonodae	Panicoideae	supertribus	鬚芒草總族
Paniceae	Panicodae	tribus	黍族
Panicinae	Paniceae	subtribus	黍亚族
Panicum	Panicinae	genus	稷属
BOP	Poaceae	cladus	BOP类群
PACMAD	Poaceae	cladus	PACMAD类群
Arundinoideae	PACMAD	subfamilia	芦竹亚科
Danthonioideae	PACMAD	subfamilia	扁芒草亚科
Triticodae	Pooideae	supertribus	小麦总族
Triticeae	Triticodae	tribus	小麦族
Triticinae	Triticeae	subtribus	小麦亚族
Triticum	Triticinae	genus	小麦
Hordeinae	Triticeae	subtribus	大麦亚族
Hordeum	Hordeinae	genus	大麦属
Aveninae	Poeae	subtribus	燕麦亚族
Avena	Aveninae	genus	燕麦属
Poinae	Poeae	subtribus	早熟禾亚族
Poa	Poinae	genus	早熟禾属
Secale	Hordeinae	genus	黑麦属
Lecanorchis	Vanilleae	genus	盂兰属
Vanilleae	Vanilloideae	tribus	香莢蘭族
Vanilloideae	Orchidaceae	subfamilia	香莢蘭亞科
Sonneratia	Lythraceae	genus	海桑属
Salicaceae	Malpighiales	familia	杨柳科
Scyphostegioideae	Salicaceae	subfamilia	杯盖花亚科
Scyphostegia	Scyphostegioideae	genus	杯盖花
Cannabaceae	Rosales	familia	大麻科
Celtis	Cannabaceae	genus	朴属
Nerium	Neriinae	genus	夹竹桃属
Neriinae	Nerieae	subtribus	夹竹桃亚族
Nerieae	Apocynoideae	tribus	夹竹桃族
Apocynoideae	Apocynaceae	subfamilia	夹竹桃亚科
Adenium	Neriinae	genus	沙漠玫瑰属
Ixoreae	Ixoroideae	tribus	仙丹花族
Ixora	Ixoreae	genus	仙丹花属
Araliaceae	Apiineae	familia	五加科
Aralioideae	Araliaceae	subfamilia	楤木亚科
Aralia	Aralieae	genus	楤木属
Panax	Aralioideae	genus	人蔘屬
Roseae	Rosoideae	tribus	蔷薇族
Araucariaceae	Pinales	familia	南洋杉科
Araucaria	Araucariaceae	genus	南洋杉属
Spondias	Spondiadoideae	genus	檳榔青屬
Spondiadoideae	Anacardiaceae	subfamilia	檳榔青亞科
Victoria	Nymphaeoideae	genus	王蓮屬
Brassiceae	Brassicaceae	tribus	芸薹族
Brassica	Brassiceae	genus	蕓薹屬
Apiaceae	Apiales	familia	伞形科
Apioideae	Apiaceae	subfamilia	芹亚科
Scandiceae	Apioideae	tribus	针果芹族
Daucinae	Scandiceae	subtribus	胡萝卜亚族
Daucus	Daucinae	genus	胡萝卜属
Raphanus	Brassiceae	genus	蘿蔔屬
Parkia	Mimoseae	genus	球花豆属
Mimoseae	Mimosoideae	tribus	含羞草亚科
Liliaceae	Liliales	familia	百合科
Lilioideae	Liliaceae	subfamilia	百合亚科
Lilium	Lilieae	genus	百合属
Lilium sect. Liriotypus	Lilium	sectio	模式百合组
Lilium sect. Sinomartagon	Lilium	sectio	卷瓣组
Cynoglossum	Boraginaceae	genus	琉璃草属
Prunus sect. Prunus	Prunus subg. Prunus	sectio	李组
Vigna sect. Vigna	Vigna subg. Vigna	sectio	长叶豇豆组
Dalbergieae	Faboideae	tribus	黃檀族
Arachis	Dalbergieae	genus	落花生属
Arachis sect. Arachis	Arachis	sectio	花生组
Pisum	Fabeae	genus	豌豆属
Fabeae	Faboideae	tribus	蚕豆族
Malvaviscus	Hibisceae	genus	悬铃花属
Mimosa	Mimoseae	genus	含羞草属
Caricaceae	Brassicales	familia	番木瓜科
Carica	Caricaceae	genus	番木瓜属
Glossopteridales	Spermatophyta	ordo	舌羊齒目
Asteliaceae	Asparagales	familia	芳香草科
Cota	Anthemideae	genus	全黄菊属
Anthemideae	Asterodae	tribus	春黄菊族
Asterodae	Asteroideae	supertribus	紫菀總族
Gunneraceae	Gunnerales	familia	大葉草科
Gunnera	Gunneraceae	genus	大叶草属
Pennisetum	Cenchrinae	genus	狼尾草屬
Verbenaceae	Lamiales	familia	马鞭草科
Tectona	Tectonoideae	genus	柚木属
Theaceae	Ericales	familia	山茶科
Pentaphylacaceae	Ericales	familia	五列木科
Haemodoraceae	Commelinales	familia	血皮草科
Bossiaea	Faboideae	genus	麒麟豆属
Caesalpinia	Caesalpinieae	genus	美洲云实属
Albizia	Mimosoideae	genus	合欢属
Cichorioideae	Asteraceae	subfamilia	舌状花亚科
Cichorieae	Cichorioideae	tribus	菊苣族
Crepidinae	Cichorieae	subtribus	还阳参亚族
Taraxacum	Crepidinae	genus	蒲公英属
Chrysanthemum	Chrysantheminae	genus	菊属
Plantaginaceae	Lamiales	familia	车前科
Plantagineae	Plantaginaceae	tribus	车前族
Plantago	Plantagineae	genus	车前属
Plantago subg. Plantago	Plantago	subgenus	车前亚属
Tofieldiaceae	Alismatales	familia	岩菖蒲科
Byttnerioideae	Malvaceae	subfamilia	刺果藤亚科
Theobromateae	Byttnerioideae	tribus	可可族
Theobroma	Theobromateae	genus	可可属
Berberidopsidaceae	Berberidopsidales	familia	红珊藤科
Berberidopsis	Berberidopsidaceae	genus	红珊藤属
Aextoxicaceae	Berberidopsidales	familia	鳞枝树
Aextoxicon	Aextoxicaceae	genus	鳞枝树
Quillajaceae	Fabales	familia	皂皮树属
Quillaja	Quillajaceae	genus	皂皮树属
Papaver sect. Papaver	Papaver	sectio	罂粟组
Papaver	Papavereae	genus	罌粟屬
Papavereae	Papaveroideae	tribus	罂粟族
Papaveroideae	Papaveraceae	subfamilia	罂粟亚科
Papaveraceae	Ranunculales	familia	罂粟科
Papaver sect. Rhoeadium	Papaver	sectio	虞美人组
Papaver sect. Meconella	Papaver	sectio	小罂粟组
Papaver sect. Macrantha	Papaver	sectio	大花罂粟组
Macleaya	Chelidonieae	genus	博落回属
Chelidonieae	Papaveroideae	tribus	白屈菜族
Ajugoideae	Lamiaceae	subfamilia	筋骨草亚科
Clerodendrum	Clerodendreae	genus	大青属
Sauvallea	Triceratelleae	genus	獨焰草屬
Triceratelleae	Cartonematoideae	tribus	黄剑茅族
Cartonematoideae	Commelinaceae	subfamilia	黄剑草亚科
Commelinaceae	Commelinales	familia	鸭跖草科
Rosa	Roseae	genus	蔷薇属
Rosa subg. Rosa	Rosa	subgenus	蔷薇亚属
Solanum sect. Acanthophora	Solanum subg. Leptostemonum	sectio	乳茄组
Gesneriaceae	Lamiales	familia	苦苣苔科
Vaccinium	Vaccinieae	genus	越橘屬
Vaccinieae	Vaccinioideae	tribus	越橘族
Vaccinioideae	Ericaceae	subfamilia	越橘亞科
Ericaceae	Ericales	familia	杜鹃花科
Cassiope	Cassiopoideae	genus	錦絛花屬
Cassiopoideae	Ericaceae	subfamilia	锦绦花属
Enkianthus	Enkianthoideae	genus	吊鐘花屬
Enkianthoideae	Ericaceae	subfamilia	吊钟花属
Nephrolepis	Nephrolepidaceae	genus	腎蕨屬
Nephrolepidaceae	Polypodiales	familia	腎蕨屬
Asphodeloideae	Asphodelaceae	subfamilia	阿福花亚科
Haworthia	Aloeae	genus	十二卷属
Aloeae	Asphodeloideae	tribus	蘆薈族
Atripliceae	Chenopodioideae	tribus	滨藜族
Chenopodium	Atripliceae	genus	藜属
Ruppiaceae	Alismatales	familia	川蔓藻属
Ruppia	Ruppiaceae	genus	川蔓藻属
Elaeocarpus	Elaeocarpaceae	genus	杜英屬
Elaeocarpaceae	Oxalidales	familia	杜英科
Santalum	Santalaceae	genus	檀香属
Santalaceae	Santalales	familia	檀香科
Egeria	Anacharioideae	genus	水蘊草屬
Anacharioideae	Hydrocharitaceae	subfamilia	伊樂藻亞科
Hydrocharitaceae	Alismatales	familia	水鳖科
Cabomba	Cabombaceae	genus	穗蓴屬
Rhododendron subg. Azaleastrum	Rhododendron	subgenus	马银花亚属
Rhododendron	Rhodoreae	genus	杜鵑花屬
Rhodoreae	Ericoideae	tribus	杜鵑花族
Ericoideae	Ericaceae	subfamilia	歐石楠亞科
Osmanthus	Oleeae	genus	木樨屬
Carpinus	Coryloideae	genus	鹅耳枥属
Betulaceae	Fagales	familia	樺木科
Sambucus	Adoxaceae	genus	接骨木屬
Adoxaceae	Dipsacales	familia	五福花科
Stachyurus	Stachyuraceae	genus	旌節花屬
Stachyuraceae	Crossosomatales	familia	旌節花科
Gentianaceae	Gentianales	familia	龍膽科
Swertia	Swertiinae	genus	獐牙菜属
Swertiinae	Gentianeae	subtribus	當藥亞族
Gentianeae	Gentianaceae	tribus	龍膽族
Lomatogoniopsis	Swertiinae	genus	辐花属
Iris	Irideae	genus	鸢尾属
Irideae	Iridoideae	tribus	鳶尾族
Iridoideae	Iridaceae	subfamilia	鳶尾亞科
Iridaceae	Asparagales	familia	鸢尾科
Luculia	Luculieae	genus	滇丁香屬
Luculieae	Rubiaceae	tribus	滇丁香族
Lemnoideae	Araceae	subfamilia	浮萍亚科
Lemna	Lemnoideae	genus	浮萍属
Spirodela	Lemnoideae	genus	紫萍属
Pinaceae	Pinales	familia	松科
Pseudotsuga	Laricoideae	genus	黄杉属
Laricoideae	Pinaceae	subfamilia	落叶松亚科
Trebouxiophyceae	Chlorophytina	classis	共球藻綱
Chlorellales	Trebouxiophyceae	ordo	小球藻目
Tetrasporales	Chlorophyceae	ordo	四胞藻目
Chlorellaceae	Chlorellales	familia	小球藻科
Chaetophoraceae	Chaetophorales	familia	膠毛藻科
Chaetophorales	Chlorophyceae	ordo	胶毛藻目
Chlorophyceae	Chlorophytina	classis	绿藻纲
Gentiana	Gentianaceae	genus	龍膽屬
Prasiolales	Trebouxiophyceae	ordo	溪菜目
Chlorella	Chlorellaceae	genus	小球藻属
Hydnoroideae	Aristolochiaceae	subfamilia	鞭寄生亞科
Aristolochia	Aristolochieae	genus	馬兜鈴屬
Aristolochioideae	Aristolochiaceae	subfamilia	馬兜鈴亞科
Zygophyllum	Zygophylloideae	genus	驼蹄瓣屬
Zygophylloideae	Zygophyllaceae	subfamilia	蒺藜亞科
Ranunculaceae	Ranunculales	familia	毛茛科
Litsea	Litseineae	genus	木薑子屬
Elaeagnus	Elaeagnaceae	genus	胡頹子屬
Elaeagnaceae	Rosales	familia	胡颓子科
Hippophae	Elaeagnaceae	genus	沙棘屬
Cannabis	Cannabaceae	genus	大麻属
Nelumbonaceae	Proteales	familia	莲科
Nelumbo	Nelumbonaceae	genus	莲属
Pedaliaceae	Lamiales	familia	脂麻科
Sesamum	Pedaliaceae	genus	脂麻属
Boswellia	Boswelliinae	genus	乳香屬
Pterocarpus	Dalbergieae	genus	紫檀屬
Brasenia	Cabombaceae	genus	蓴菜屬
Prunus subg. Cerasus	Prunus	subgenus	樱亚属
Prunus sect. Cerasus	Prunus subg. Cerasus	sectio	芽鳞组
Tabebuia	Tecomeae	genus	栎铃木属
Tecomeae	Bignoniaceae	tribus	黄钟花族
Bignoniaceae	Lamiales	familia	紫葳科
Machilus	Perseineae	genus	润楠属
Ampelopsis	Vitaceae	genus	蛇葡萄属
Picea	Piceoideae	genus	雲杉屬
Bidens	Coreopsideae	genus	鬼针草属
Coreopsideae	Helianthodae	tribus	金雞菊族
Helianthodae	Asteroideae	supertribus	向日葵總族
Lewisia	Montiaceae	genus	露薇花属
Montiaceae	Caryophyllales	familia	水卷耳科
Yucca	Agavoideae	genus	絲蘭屬
Lantana	Verbenaceae	genus	馬纓丹屬
Phyla	Verbenaceae	genus	鸭舌癀属
Agave	Agavoideae	genus	龍舌蘭屬
Arundo	Poaceae	genus	蘆竹屬
Valeriana	Caprifoliaceae	genus	缬草属
Caprifoliaceae	Dipsacales	familia	忍冬科
Cosmos	Coreopsideae	genus	秋英屬
Zinnia	Heliantheae	genus	百日菊属
Heliantheae	Helianthodae	tribus	向日葵族
Magnolia subg. Yulania	Magnolia	subgenus	玉兰亚属
Michelia	Magnoliaceae	genus	含笑属
Liriodendron	Liriodendroidae	genus	鹅掌楸属
Liriodendroidae	Magnoliaceae	subfamilia	-
Magnolia subg. Magnolia	Magnolia	subgenus	木兰亚属
Spiranthes	Spiranthinae	genus	綬草屬
Spiranthinae	Cranichideae	subtribus	绶草亚族
Cranichideae	Orchidoideae	tribus	盔唇兰族
Orchidoideae	Orchidaceae	subfamilia	兰亚科
Gastrodia	Gastrodiinae	genus	天麻属
Gastrodiinae	Gastrodieae	subtribus	天麻亚族
Gastrodieae	Epidendroideae	tribus	天麻族
Narcissus	Narcisseae	genus	水仙属
Narcisseae	Amaryllidoideae	tribus	水仙族
Amaryllidoideae	Amaryllidaceae	subfamilia!	石蒜亚科
Erica	Ericaceae	genus	歐石楠
Lavandula	Ocimeae	genus	薰衣草
Salvia	Mentheae	genus	鼠尾草属
Leonurus	Lamioideae	genus	益母草属
Lamioideae	Lamiaceae	subfamilia	野芝麻亚科
Rosmarinus	Salviinae	genus	迷迭香属
Origanum	Mentheae	genus	牛至属
Ocimum	Ocimeae	genus	罗勒属
Basilicum	Lamiaceae	genus	小冠薰
Aster	Astereae	genus	紫菀屬
Astereae	Asteroideae	tribus	紫菀族
Bellis	Astereae	genus	雛菊屬
Cichorium	Cichorieae	genus	菊苣屬
Lactuca	Cichorieae	genus	莴苣属
Oxycoccus	Vaccinium	subgenus	蔓越橘
Vaccinium sect. Cyanococcus	Vaccinium subg. Vaccinium	sectio	藍莓
Vaccinium subg. Vaccinium	Vaccinium	subgenus	越橘亚属
Lycoris	Lycorideae	genus	石蒜属
Lycorideae	Amaryllidoideae	tribus	石蒜族
Prunella	Lamiaceae	genus	夏枯草
Ipomoea subg. Quamoclit	Ipomoea	subgenus	茑萝亚属
Cyclamen	Cyclamineae	genus	仙客來屬
Cyclamineae	Myrsinoideae	tribus	仙客来族
Myrsinoideae	Primulaceae	subfamilia	紫金牛亚科
Primulaceae	Ericales	familia	报春花科
Fumarioideae	Papaveraceae	subfamilia	荷包牡丹亚科
Fumarieae	Fumarioideae	tribus	烟堇族
Corydalinae	Fumarieae	subtribus	紫堇亚族
Lamprocapnos	Corydalinae	genus	荷包牡丹属
Photinia	Malinae	genus	石楠属
Maloideae	Rosaceae	subfamilia	苹果亚科
Phalaris	Poaceae	genus	虉草屬
Centaurea	Centaureinae	genus	矢車菊屬
Centaureinae	Cynareae	subtribus	矢车菊亚族
Cynareae	Carduoideae	tribus	菜蓟族
Carduoideae	Asteraceae	subfamilia	管状花亚科
Callistephus	Astereae	genus	翠菊
Burmanniaceae	Dioscoreales	familia	水玉簪科
Burmannia	Burmanniaceae	genus	水玉簪属
Lilium sect. Martagon	Lilium	sectio	轮叶组
Aroideae	Araceae	subfamilia	天南星亞科
Dieffenbachia	Dieffenbachieae	genus	花叶万年青属
Dieffenbachieae	Aroideae	tribus	花葉萬年青族
Lilieae	Lilioideae	tribus	百合族
Lilium sect. Leucolirion	Lilium	sectio	喇叭花组
Lasioideae	Araceae	subfamilia	棘芋亞科
Nomocharis	Lilieae	genus	豹子花属
Sphagnum	Sphagnaceae	genus	泥炭蘚屬
Sphagnaceae	Sphagnales	familia	泥炭蘚屬
Sphagnales	Sphagnopsida	ordo	泥炭藓目
Sphagnopsida	Bryophyta	classis	泥炭藓纲
Bryophyta	Embryophyta	phylum	藓類植物門
Dendrobium	Dendrobiinae	genus	石斛屬
Dendrobiinae	Dendrobieae	subtribus	石斛蘭亞族
Dendrobieae	Epidendroideae	tribus	石斛兰族
Phalaenopsis	Aeridinae	genus	蝴蝶蘭屬
Aeridinae	Vandeae	subtribus	指甲蘭亞族
Vandeae	Epidendroideae	tribus	萬代蘭族
Vanilla	Vanillinae	genus	香莢蘭屬
Vanillinae	Vanilleae	subtribus	香莢蘭亞族
Pogonia	Pogoniinae	genus	朱兰属
Pogoniinae	Epidendreae	subtribus	朱兰亚族
Orontioideae	Araceae	subfamilia	金棒芋亚科
Pothoideae	Araceae	subfamilia	柚葉藤亞科
Zamioculcadoideae	Araceae	subfamilia	美鐵芋亞科
Amydrium	Monstereae	genus	雷公连属
Pinguicula	Lentibulariaceae	genus	捕蟲堇屬
Lentibulariaceae	Lamiales	familia	狸藻科
Pinellia	Arisaemateae	genus	半夏属
Callicarpa	Callicarpoideae	genus	紫珠屬
Callicarpoideae	Lamiaceae	subfamilia	紫珠属
Tectonoideae	Lamiaceae	subfamilia	柚木属
Plumbaginaceae	Caryophyllales	familia	蓝雪科
Crossostephium	Chrysantheminae	genus	芙蓉菊属
Sorbus	Malinae	genus	花楸属
Clematis	Anemoneae	genus	鐵線蓮屬
Hyptis	Hyptidinae	genus	吊球草属
Solanum sect. Quitoense	Solanum subg. Leptostemonum	sectio	-
Commelina	Commelineae	genus	鸭跖草属
Arisaemateae	Aroideae	tribus	天南星族
Morus	Moraceae	genus	桑树
Pollia	Commelinaceae	genus	杜若屬
Commelineae	Commelinoideae	tribus	鴨跖草族
Commelinoideae	Commelinaceae	subfamilia	鴨跖草亞科
Sandersonia	Colchicaceae	genus	宮燈百合
Colchicaceae	Liliales	familia	秋水仙科
Datura	Datureae	genus	曼陀羅屬
Datureae	Solanoideae	tribus	曼陀羅族
Montsechia	Montsechiaceae	genus	蒙特塞克藻
Montsechiaceae	Ceratophyllales	familia	蒙特塞克藻
Mesangiospermae	Angiosperms	clade	核心被子植物
Remusatia	Colocasieae	genus	岩芋属
Colocasieae	Aroideae	tribus	芋族
Zamioculcas	Zamioculcadoideae	genus	美鐵芋
Cleomaceae	Brassicales	familia	醉蝶花科
Withania	Withaninae	genus	睡茄屬
Withaninae	Physaleae	subtribus	睡茄亞族
Physaleae	Solanoideae	tribus	酸漿族
Nitrariaceae	Sapindales	familia	白刺科
Nitraria	Nitrariaceae	genus	白刺属
Peganum	Nitrariaceae	genus	骆驼蓬属
Musa	Musoideae	genus	芭蕉屬
Musaceae	Zingiberales	familia	芭蕉科
